smiles,mestranol-similarity
C#CC1([O-])CCC2C3CCc4cc(O[S+]=[SH][PH5+]C)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(O[S+]=[SH]SC)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(O[S+]=[SH]S)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(O[S+]([NH])[S-])ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(O[S+](Br)[I-])ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(O[P+](=S)[Si]C)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(O[P+]#[Si]=[Si])ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(O[OH+]C(C)O)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(O[O-])ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(O[O+][Si](C)[Si])ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(O[IH+]O)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(O[IH+](C)O[I-])ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(O[CH][NH-])ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(O[C+](O)[N+]C)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(OS[O-])ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(OSO[O-])ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(OSOC)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(OSO)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(OSC)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(OSC(C)=O)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(OSC#N)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(OS)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(OP)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(OO[O-])ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(OO[I+][I+])ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(OOOP)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(OOOOC)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(OOOO)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(OOOC)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(OOO)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(OONC)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(OOF)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(OOCOC)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(OOCO)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(OOCC)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(OOC)ccc4C3CCCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(OOC)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(OOC(C)=O)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(OOC#N)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(OO)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(ONOOC)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(ONON)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(ONOCC)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(ONOC)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(ONNC)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(ONC[O-])ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(ONCN)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(ONCC)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(ONC=O)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(ONC=C)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(ONC)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(ONC(C)=O)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(ON)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(ON(N)N)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(OF)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(OCl)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(OCOP)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(OCOOC)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(OCOC)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(OCO)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(OCN)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(OCCCl)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(OCCC)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(OCC)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(OC=O)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(OC=C)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(OC)ccc4C3CCS21C,1.0
C#CC1([O-])CCC2C3CCc4cc(OC)ccc4C3CCC21[O-],1.0
C#CC1([O-])CCC2C3CCc4cc(OC)ccc4C3CCC21P,1.0
C#CC1([O-])CCC2C3CCc4cc(OC)ccc4C3CCC21ON,1.0
C#CC1([O-])CCC2C3CCc4cc(OC)ccc4C3CCC21OC,1.0
C#CC1([O-])CCC2C3CCc4cc(OC)ccc4C3CCC21O,1.0
C#CC1([O-])CCC2C3CCc4cc(OC)ccc4C3CCC21CO,1.0
C#CC1([O-])CCC2C3CCc4cc(OC)ccc4C3CCC21CC,1.0
C#CC1([O-])CCC2C3CCc4cc(OC)ccc4C3CCC21CBr,1.0
C#CC1([O-])CCC2C3CCc4cc(OC)ccc4C3CCC21C(C)=O,1.0
C#CC1([O-])CCC2C3CCc4cc(OC)ccc4C3CCC21C#[SH],1.0
C#CC1([O-])CCC2C3CCc4cc(OC)ccc4C3CCC21C#N,1.0
C#CC1([O-])CCC2C3CCc4cc(OC)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(OC)ccc4C3CCC21,1.0
C#CC1([O-])CCC2C3CCc4cc(OC)ccc4C3CC(=C)C21C,1.0
C#CC1([O-])CCC2C3CCc4cc(OC(C)=O)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(OC(=O)[O-])ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(OC(=O)PC)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(OC(=O)OC)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(OC(=O)O)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(OC#[SH])ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(OC#[O+])ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(OC#N)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(O)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(N)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(F)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(CO[O-])ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(COO)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(COCl)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(COC)ccc4C3CCC21C,1.0
C#CC1([O-])CCC2C3CCc4cc(CC)ccc4C3CCC21C,1.0
