smiles,deco-hop
ClCc1nc2c(Cl)cc(Nc3ncnc4cc5c(cc34)C3(CCCC3)OCO5)cc2o1,1.0
ClCCn1cnc2ccc(Nc3ncnc4cc5c(cc34)C3(CCCC3)OCO5)cc21,1.0
ClCCn1cnc2ccc(Nc3ncnc4cc5c(cc34)C3(CCCC3)OCCO5)cc21,1.0
ClCCc1nc2ccc(Nc3ncnc4cc5c(cc34)C3(CCCC3)OCO5)cc2o1,1.0
ClCCc1nc2ccc(Nc3ncnc4cc5c(cc34)C3(CCCC3)O5)cc2o1,1.0
Cc1noc2cc(Nc3ncnc4cc5c(cc34)C3(CCCC3)OCO5)ccc12,1.0
Cc1nc2ccc(Nc3ncnc4cc5c(cc34)C3(CCCC3)OCO5)cc2o1,1.0
Cc1nc2ccc(Nc3ncnc4cc5c(cc34)C3(CCCC3)OCCO5)cc2o1,1.0
Cc1nc2ccc(Nc3ncnc4cc5c(cc34)C3(CCCC3)O5)cc2o1,1.0
Cc1nc2ccc(Nc3ncnc4cc(OCCCl)c(CC(C)C)cc34)cc2o1,1.0
Cc1nc2ccc(Nc3ncnc4cc(OC(C)C)c(CC(C)C)cc34)cc2o1,1.0
Cc1nc2c(Cl)cc(Nc3ncnc4cc5c(cc34)C3(CCCC3)OCO5)cc2o1,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-]N=[O+]c1cc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)ccc1C,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-]Cl)cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-]N=[O+]c1cc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)ccc1C,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-]Cl)cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-]N=[O+]c1cc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)ccc1C,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-]Cl)cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-]N=[O+]c1cc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)ccc1C,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[O-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c([N+](=S)CCC(C)[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
